trial,generation,bestSize,runtime,profit,distance,structureDistance,plan,scenario,averageSize
3,11,20,28449,5225.231964000004,5.629251251251251,3.7753273273273273,short,requestsfourserv,27.0
3,12,20,33273,5225.231964000004,5.52224024024024,3.9647047047047046,short,requestsfourserv,28.0
3,13,20,36488,5225.231964000004,5.083327327327328,3.6026746746746747,short,requestsfourserv,28.0
3,14,20,32044,5225.231964000004,5.014048048048048,3.5744524524524524,short,requestsfourserv,27.0
3,15,20,34987,5225.231964000004,4.725117117117117,3.29778978978979,short,requestsfourserv,28.0
3,16,20,34346,5225.231964000004,5.01809009009009,3.635019019019019,short,requestsfourserv,28.0
3,17,20,33459,5225.231964000004,4.985711711711712,3.646118118118118,short,requestsfourserv,28.0
3,18,20,36550,5225.231964000004,5.131981981981982,3.83977977977978,short,requestsfourserv,27.0
3,19,20,34942,5225.231964000004,4.856890890890891,3.5346226226226225,short,requestsfourserv,28.0
3,20,20,36038,5225.231964000004,4.565319319319319,3.2408268268268268,short,requestsfourserv,28.0
3,21,20,36321,5225.231964000004,4.872968968968969,3.503917917917918,short,requestsfourserv,28.0
3,22,20,36565,5225.231964000004,4.811861861861862,3.5055335335335336,short,requestsfourserv,28.0
3,23,20,43125,5225.231964000004,4.786916916916917,3.463087087087087,short,requestsfourserv,28.0
3,24,20,36687,5225.231964000004,5.164474474474474,3.9086386386386387,short,requestsfourserv,28.0
3,25,20,34749,5225.231964000004,4.942044044044044,3.646822822822823,short,requestsfourserv,28.0
3,26,20,60147,5225.231964000004,4.861841841841842,3.5715195195195197,short,requestsfourserv,28.0
3,27,20,34089,5225.231964000004,4.537651651651652,3.252784784784785,short,requestsfourserv,28.0
3,28,20,37544,5225.231964000004,4.504856856856857,3.2426306306306305,short,requestsfourserv,28.0
3,29,20,34054,5225.231964000004,4.797203203203203,3.5221161161161163,short,requestsfourserv,27.0
3,30,20,30260,5225.231964000004,5.090072072072072,3.69797997997998,short,requestsfourserv,27.0
3,31,20,32022,5225.231964000004,4.978016016016016,3.551003003003003,short,requestsfourserv,27.0
3,32,20,35465,5225.231964000004,5.367847847847848,3.893945945945946,short,requestsfourserv,27.0
3,33,20,31421,5225.231964000004,4.862114114114114,3.4571271271271273,short,requestsfourserv,28.0
3,34,20,34007,5225.231964000004,5.177753753753754,3.6711831831831834,short,requestsfourserv,28.0
3,35,20,35048,5225.231964000004,5.099373373373373,3.493237237237237,short,requestsfourserv,28.0
3,36,20,30914,5225.231964000004,5.40006006006006,3.8256416416416417,short,requestsfourserv,27.0
3,37,20,31257,5225.231964000004,5.158890890890891,3.575005005005005,short,requestsfourserv,27.0
3,38,20,32778,5225.231964000004,4.962292292292292,3.3034734734734736,short,requestsfourserv,28.0
3,39,20,40287,5225.231964000004,4.9193433433433436,3.2386346346346344,short,requestsfourserv,28.0
3,40,20,35519,5225.231964000004,5.131217217217217,3.4903623623623625,short,requestsfourserv,28.0
3,41,20,36573,5225.231964000004,5.24346946946947,3.683041041041041,short,requestsfourserv,28.0
3,42,20,33728,5225.231964000004,5.202716716716717,3.5868308308308308,short,requestsfourserv,28.0
3,43,20,35695,5225.231964000004,4.937501501501502,3.2905925925925925,short,requestsfourserv,28.0
3,44,20,36230,5225.231964000004,5.0275855855855855,3.480038038038038,short,requestsfourserv,28.0
3,45,20,34755,5225.231964000004,5.27253053053053,3.6478598598598597,short,requestsfourserv,28.0
3,46,20,46129,5225.231964000004,4.798570570570571,3.2484284284284284,short,requestsfourserv,28.0
3,47,20,38961,5225.231964000004,5.309723723723724,3.8469029029029027,short,requestsfourserv,27.0
3,48,20,37759,5225.231964000004,4.890626626626626,3.345975975975976,short,requestsfourserv,28.0
3,49,20,37541,5225.231964000004,4.890626626626626,3.345975975975976,short,requestsfourserv,28.0
4,0,15,3035,4910.760219000003,6.854356356356356,4.945743743743744,short,requestsfourserv,26.0
4,1,16,3811,4952.655118200004,6.149253253253253,4.413623623623623,short,requestsfourserv,26.0
4,2,17,5011,5006.351359200004,5.708022022022022,4.087741741741742,short,requestsfourserv,26.0
4,3,20,6009,5207.501359200004,6.103139139139139,4.553293293293294,short,requestsfourserv,26.0
