generations,popSize,crossoverChance,mutationChance,reproductionChance,killRatio,invalidActionPenalty,verbosenessPenalty,minAcceptedImprovement,size,runtime,profit
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,19,12502,2992.218376102712
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,17,14942,2991.4943621339735
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,16,12465,2992.0851220078025
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,19,11395,2991.8241667174816
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,20,17086,2992.2255906061528
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,17,12857,2992.437864977624
30,1000,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.001,18,15859,2992.988449498418
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,12369,2991.3684669227587
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,12474,2991.368466922759
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,11366,2992.0273580359194
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,13244,2991.36846692276
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,15,13051,2991.4820095075343
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,12044,2991.36846692276
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,15,12525,2992.040180221914
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,14,10641,2992.8466379709967
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,15,13171,2992.694683342039
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.1,0.001,17,15077,2992.6930799262127
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,15,11491,2991.482009507535
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,16,12921,2992.436912653988
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,14,10267,2991.4707826787367
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,17,13342,2991.524741353595
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,15,13698,2991.4820095075347
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,15,13221,2991.4674892809194
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,14,12485,2991.4614092527
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,16,11804,2992.7042793884393
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,18,11752,2992.7878324427065
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.01,0.001,19,15532,2993.0826942599224
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,18,11521,2991.660454675538
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,20,17400,2992.2255906061528
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,17,11212,2992.3501611223746
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,20,13049,2992.226243956662
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,20,19737,2992.288863273546
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,16,11959,2991.4919931871486
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,17,19164,2992.7234976782534
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,20,13931,2993.4329118191827
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,16,13454,2991.493363766012
30,1000,0.8,0.09999999999999995,0.1,0.0,0.0,0.0,0.001,18,15190,2992.347212928801
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,14,12438,2991.4707826787376
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,15,13379,2991.4471476634335
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,17,15080,2993.20061871162
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,18,15605,2992.211566119238
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,14,12390,2991.45945468801
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,14,13108,2991.36846692276
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,14,16344,2991.5509290284926
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,13,12866,2991.267918936339
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,15,12345,2992.1427502477286
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.1,0.001,18,14116,2992.6728391087363
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,15,13988,2992.071229615258
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,20,13474,2991.82414832152
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,16,12753,2992.9164518034686
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,19,15116,2992.1237109965687
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,19,15507,2991.9958359561138
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,16,13470,2991.720324133874
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,18,15509,2993.234188198019
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,20,13059,2992.2496221844312
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,19,13039,2992.8508322790003
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.01,0.001,16,14831,2992.428166013188
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,15,12742,2992.4273894176367
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,17,13278,2992.145062360012
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,17,12788,2991.5818430850113
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,19,14399,2992.224909607806
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,18,14243,2993.056099372189
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,20,12940,2992.362945329759
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,15,16300,2992.4146523124014
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,20,12819,2992.3423617628005
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,20,12375,2992.028122233734
30,1000,0.7000000000000001,0.29999999999999993,0.0,0.0,0.0,0.0,0.001,18,14329,2992.429454814198
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,10693,2991.36846692276
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,13379,2991.368466922759
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,15,11471,2992.1427502477286
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,14702,2991.3684669227596
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,10826,2991.4626248170157
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,10954,2992.421403556476
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,11884,2992.205596755312
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,14,12402,2992.3421581705666
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,16,11863,2992.7042793884393
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.1,0.001,15,14884,2992.6146480205693
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,18,11262,2991.994354649323
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,20,15304,2992.226243956661
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,17,13596,2992.0333957710486
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,18,13755,2992.1905982567537
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,16,11819,2992.39914139497
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,16,11132,2991.4919931871495
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,19,12399,2992.2249096078044
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,19,12533,2992.6749784450035
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,17,11916,2992.5284383114135
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.01,0.001,19,15663,2992.0466693765948
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,16,11994,2991.491993187149
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,20,11162,2991.701577874402
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,18,10972,2991.9952227853746
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,19,14204,2992.224909607805
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,19,11850,2991.824166717482
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,19,11638,2991.5001090324686
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,20,15853,2992.2255906061528
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,17,13777,2991.659973072973
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,18,12405,2992.797416525476
30,1000,0.7000000000000001,0.19999999999999993,0.1,0.0,0.0,0.0,0.001,20,13575,2993.351463487222
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,14,12181,2991.3684669227587
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,17,15783,2992.3000651362086
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,14,11084,2991.36846692276
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,15,12783,2992.146968426746
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,15,12842,2992.2373744315296
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,14,10622,2991.36846692276
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,14,11417,2991.36846692276
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,16,12720,2991.823433398567
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,16,12629,2993.0557526816647
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.1,0.001,15,13560,2992.4302762850175
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,17,11600,2992.577017124424
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,11690,2991.482009507535
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,11373,2991.482009507535
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,20,13884,2992.1598131788987
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,11025,2991.4820095075343
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,11279,2991.482009507535
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,18,13233,2992.174462042373
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,11935,2991.4820095075343
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,17,11481,2992.844739951495
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.01,0.001,15,14486,2992.4302762850175
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,19,12206,2992.8237458752005
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,19,12845,2992.224909607805
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,17,13415,2992.4639708083896
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,16,13954,2991.847475976137
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,20,21358,2992.226243956662
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,17,10879,2991.4944991918596
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,18,16470,2992.1210114899704
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,16,12055,2991.4933637660115
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,20,12100,2992.8312726055706
30,1000,0.7000000000000001,0.09999999999999992,0.2,0.0,0.0,0.0,0.001,16,14211,2992.436912653988
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,17,12954,2991.981133615756
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,14,12641,2991.4626248170157
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,17,13488,2992.1766309955037
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,15,14556,2992.4146523124014
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,14,10538,2991.4065007777676
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,14,11764,2991.8692001622267
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,16,12668,2992.8465332231
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,14,12443,2991.36846692276
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,16,12885,2992.9023295071465
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.1,0.001,16,15154,2993.0008802919688
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,19,13020,2992.2249096078044
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,15,15406,2992.134055536135
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,16,15711,2992.1569947988105
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,18,18757,2992.211566119238
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,15,13708,2991.411749745038
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,17,11611,2992.3970776876904
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,18,16280,2992.568035908198
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,16,13339,2993.0202047383773
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,16,13810,2992.560962177757
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.01,0.001,20,16005,2993.041688546084
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,19,15009,2992.2788517929466
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,16,14449,2992.53954482478
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,20,14239,2991.9958458957913
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,18,15408,2992.146231068312
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,18,14812,2991.581973172888
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,16,12990,2992.432113054717
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,18,14684,2992.183442490167
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,18,13973,2992.183469121529
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,18,15041,2992.9018538642254
30,1000,0.6000000000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.001,20,16326,2993.0782744460676
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,16,11732,2991.847475976137
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,12739,2991.3684669227596
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,15,14374,2992.3140378976977
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,14180,2991.368466922759
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,12979,2991.462624817016
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,11830,2991.368466922759
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,13553,2991.4707826787367
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,14,13248,2992.0273580359194
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,13,13126,2991.8003962120606
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.1,0.001,16,15363,2993.0202047383777
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.01,0.001,18,18072,2992.211566119238
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.01,0.001,15,16238,2992.142750247729
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.01,0.001,16,13230,2992.4369126539887
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.01,0.001,20,15201,2992.2262439566616
30,1000,0.6000000000000001,0.29999999999999993,0.09999999999999998,0.0,0.0,0.01,0.001,15,13566,2991.4820095075343
