trial,generation,size,runtime,profit
0,0,16,2214,2989.1687195206255
0,1,18,1943,2990.7060790717846
0,2,20,2660,2991.289620863174
0,3,20,2360,2991.3682658107246
0,4,20,2203,2991.3682658107246
0,5,17,2298,2989.443823809325
0,6,17,2270,2989.443823809325
0,7,17,1974,2989.443823809325
0,8,17,1693,2989.443823809325
0,9,17,1761,2989.443823809325
0,10,17,1612,2989.443823809325
0,11,17,1689,2989.443823809325
0,12,17,2031,2989.443823809325
0,13,17,2035,2989.443823809325
0,14,17,1703,2989.443823809325
0,15,17,1906,2989.443823809325
0,16,17,1832,2989.443823809325
0,17,17,1727,2989.443823809325
0,18,17,1977,2989.443823809325
0,19,17,1977,2989.443823809325
0,20,20,2130,2991.4150151621348
0,21,20,2098,2991.4150151621348
0,22,20,2048,2991.4150151621348
0,23,20,1960,2991.4150151621348
0,24,20,1881,2991.4150151621348
0,25,20,1990,2991.4150151621348
0,26,20,2010,2991.4217651621343
0,27,20,1943,2991.4217651621343
0,28,20,2054,2991.4217651621343
0,29,20,2203,2991.4217651621343
1,0,16,2136,2989.1687195206255
1,1,15,1908,2970.9898653857385
1,2,19,2174,2991.4618941287117
1,3,20,1949,2991.473247969652
1,4,18,2462,2971.3562856362087
1,5,18,2319,2971.3562856362087
1,6,18,2002,2991.280855719303
1,7,18,1890,2991.280855719303
1,8,18,1896,2991.280855719303
1,9,20,2005,2991.4217651621343
1,10,20,2161,2991.4217651621343
1,11,20,2132,2991.4217651621343
1,12,20,1854,2991.4217651621343
1,13,20,1845,2991.4217651621343
1,14,20,2045,2991.4217651621343
1,15,20,2024,2991.4217651621343
1,16,20,1954,2991.4217651621343
1,17,20,1932,2991.4217651621343
1,18,20,2131,2991.4217651621343
1,19,20,2058,2991.4217651621343
1,20,20,1925,2991.4217651621343
1,21,20,1949,2991.4217651621343
1,22,20,1959,2991.4217651621343
1,23,20,1955,2991.4217651621343
1,24,20,2019,2991.4217651621343
1,25,20,2033,2991.4217651621343
1,26,20,2315,2991.4217651621343
1,27,20,2267,2991.4217651621343
1,28,20,2218,2991.4217651621343
1,29,20,2140,2991.4217651621343
2,0,16,1796,2989.1687195206255
2,1,20,1742,2790.8195136793515
2,2,18,1827,2991.2821044900224
2,3,18,1645,2991.2821044900224
2,4,18,1726,2991.269523904282
2,5,19,1797,2991.4618941287117
2,6,20,2172,2991.479997969652
2,7,20,2424,2991.479997969652
2,8,20,2386,2991.479997969652
2,9,20,2273,2991.479997969652
2,10,20,2228,2991.4217651621348
2,11,20,2327,2991.4217651621348
2,12,20,2169,2991.4217651621348
2,13,20,2075,2991.4217651621348
2,14,20,2134,2991.4217651621348
2,15,20,2058,2991.4217651621348
2,16,20,1738,2991.4217651621348
2,17,20,2048,2991.4217651621348
2,18,20,1922,2991.4217651621348
2,19,20,2205,2991.4217651621348
2,20,20,2270,2991.4217651621348
2,21,20,2114,2991.4217651621348
2,22,20,2047,2991.4217651621348
2,23,20,2187,2991.4217651621348
2,24,20,2141,2991.4217651621348
2,25,20,2093,2991.479997969652
2,26,20,2206,2991.479997969652
2,27,20,2145,2991.479997969652
2,28,20,2069,2991.479997969652
2,29,20,2118,2991.479997969652
3,0,15,2397,2970.9898653857385
3,1,16,1884,2977.375260821999
3,2,16,1728,2792.319861287056
3,3,18,1789,2991.2537802410366
3,4,16,2031,2971.2572634664075
3,5,19,2369,2989.3445687177627
3,6,18,2201,2989.3433648027517
3,7,18,2027,2989.3433648027517
3,8,18,1815,2989.3433648027517
3,9,18,2031,2989.3433648027517
3,10,18,2156,2989.3433648027517
3,11,18,1766,2989.3433648027517
3,12,18,1907,2989.3433648027517
3,13,18,1964,2989.3433648027517
3,14,18,1816,2989.3433648027517
3,15,18,1697,2989.3433648027517
3,16,18,1789,2989.3433648027517
3,17,18,2037,2989.3433648027517
3,18,18,1666,2989.3433648027517
3,19,18,1871,2989.3433648027517
3,20,18,2200,2989.3433648027517
3,21,18,1697,2989.3433648027517
3,22,18,1846,2989.3433648027517
3,23,18,1967,2989.3433648027517
3,24,18,1691,2989.3433648027517
3,25,18,1849,2989.3433648027517
3,26,18,1540,2989.3433648027517
3,27,18,1373,2989.3433648027517
3,28,18,1350,2989.3433648027517
3,29,18,1344,2989.3433648027517
4,0,15,1826,2782.170653540754
4,1,18,1924,2782.2581166538253
4,2,15,1979,2970.9898653857385
4,3,16,1948,2855.248318343031
4,4,16,1564,2971.366630684357
4,5,16,1683,2971.366630684357
4,6,16,1869,2971.366630684357
4,7,16,2044,2971.366630684357
4,8,16,2012,2971.366630684357
4,9,16,1911,2971.366630684357
4,10,16,1869,2971.366630684357
4,11,16,1981,2971.366630684357
4,12,16,1919,2971.366630684357
4,13,16,2071,2971.366630684357
4,14,16,2133,2971.366630684357
4,15,16,1933,2971.366630684357
4,16,16,1949,2971.366630684357
4,17,16,1999,2971.366630684357
4,18,16,1897,2971.366630684357
4,19,16,2030,2971.366630684357
4,20,16,2109,2971.366630684357
4,21,16,1957,2971.366630684357
4,22,16,1802,2971.366630684357
4,23,16,1929,2971.366630684357
4,24,16,1932,2971.366630684357
4,25,16,2037,2971.366630684357
4,26,16,2154,2971.366630684357
4,27,16,2092,2971.366630684357
4,28,16,1969,2971.366630684357
4,29,16,2167,2971.366630684357
5,0,20,2252,2852.1624703555885
5,1,16,2045,2990.9716626217223
5,2,17,2123,2989.4704716252163
5,3,17,2076,2989.4704716252163
5,4,15,2251,2971.2572634664075
5,5,15,1949,2971.2572634664075
5,6,15,1669,2971.2572634664075
5,7,15,1397,2971.2572634664075
5,8,15,1284,2971.2572634664075
5,9,15,1399,2971.2572634664075
5,10,15,1459,2971.2572634664075
5,11,15,1432,2971.2572634664075
5,12,15,1460,2971.2572634664075
5,13,15,1604,2971.2572634664075
5,14,15,1616,2971.2572634664075
5,15,15,1369,2971.2572634664075
5,16,15,1597,2971.2572634664075
5,17,15,1826,2971.2572634664075
5,18,15,1867,2971.2572634664075
5,19,15,1900,2971.2572634664075
5,20,15,1844,2971.2572634664075
5,21,15,1812,2971.2572634664075
5,22,15,1646,2971.2572634664075
5,23,15,1810,2971.2572634664075
5,24,15,1586,2971.2572634664075
5,25,15,1767,2971.2572634664075
5,26,15,1809,2971.2572634664075
5,27,15,2186,2971.2572634664075
5,28,15,1907,2971.2572634664075
5,29,15,2111,2971.2572634664075
6,0,17,1920,2989.8213147656106
6,1,17,2147,2989.8213147656106
6,2,19,2561,2991.275909299718
6,3,19,2559,2991.275909299718
6,4,17,2293,2989.4704716252163
6,5,17,1856,2989.4704716252163
6,6,17,1959,2989.4704716252163
6,7,17,2169,2989.4704716252163
6,8,17,1942,2989.4704716252163
6,9,17,1770,2989.4704716252163
6,10,17,1685,2989.4704716252163
6,11,17,1386,2989.4704716252163
6,12,17,1687,2989.4704716252163
6,13,17,1554,2989.4704716252163
6,14,17,1563,2989.4704716252163
6,15,17,1693,2989.4704716252163
6,16,17,1640,2989.4704716252163
6,17,17,1587,2989.4704716252163
6,18,17,1628,2989.4704716252163
6,19,17,1562,2989.4704716252163
6,20,17,1560,2989.4704716252163
6,21,17,1729,2989.4704716252163
6,22,17,1511,2989.4704716252163
6,23,17,1384,2989.4704716252163
6,24,17,1335,2989.4704716252163
6,25,17,1302,2989.4704716252163
6,26,17,1408,2989.4704716252163
6,27,17,1458,2989.4704716252163
6,28,17,1300,2989.4704716252163
6,29,17,1255,2989.4704716252163
7,0,19,1611,2990.9505851579675
7,1,19,1849,2990.9505851579675
7,2,18,2160,2991.0983404436156
7,3,17,2328,2977.386453665701
7,4,15,2961,2970.9898653857385
7,5,15,3106,2970.9898653857385
7,6,17,2933,2990.1863238093247
7,7,18,2566,2991.2808557193025
7,8,18,2226,2991.2808557193025
7,9,18,2256,2991.2808557193025
7,10,18,2381,2991.2808557193025
7,11,18,2201,2991.2808557193025
7,12,18,2482,2991.2808557193025
7,13,18,3393,2991.2808557193025
7,14,18,2187,2991.2808557193025
7,15,18,1997,2991.2808557193025
7,16,18,1999,2991.2808557193025
7,17,18,2139,2991.2808557193025
7,18,18,1919,2991.2808557193025
7,19,18,2069,2991.2808557193025
7,20,18,1980,2991.2808557193025
7,21,18,2315,2991.2808557193025
7,22,18,2217,2991.2808557193025
7,23,18,1964,2991.2808557193025
7,24,18,2142,2991.2808557193025
7,25,18,2045,2991.2808557193025
7,26,18,2174,2991.2808557193025
7,27,18,2178,2991.2808557193025
7,28,18,2371,2991.2808557193025
7,29,18,2313,2991.2808557193025
8,0,16,2192,2989.1687195206255
8,1,18,1931,2991.238402180644
8,2,16,2044,2971.344259492205
8,3,16,2208,2971.366630684357
8,4,18,2407,2989.3433648027517
8,5,18,2270,2989.3433648027517
8,6,18,2132,2989.3433648027517
8,7,18,1963,2989.3433648027517
8,8,18,2201,2989.3433648027517
8,9,18,2086,2989.3433648027517
8,10,18,1907,2989.3433648027517
8,11,18,2052,2989.3433648027517
8,12,18,2145,2989.3433648027517
8,13,18,2297,2989.3433648027517
8,14,18,2184,2989.3433648027517
8,15,18,2103,2989.3433648027517
8,16,18,2346,2989.3433648027517
8,17,18,2342,2989.3433648027517
8,18,18,2026,2989.3433648027517
8,19,18,2241,2989.3433648027517
8,20,18,2011,2989.3433648027517
8,21,18,1995,2989.3433648027517
8,22,18,1926,2989.3433648027517
8,23,18,2006,2989.3433648027517
8,24,18,1897,2989.3433648027517
8,25,18,1799,2989.3433648027517
8,26,18,2024,2989.3433648027517
8,27,18,1995,2989.3433648027517
8,28,18,1978,2989.3433648027517
8,29,18,2061,2989.3433648027517
9,0,16,1867,2850.1393608116655
9,1,16,1910,2989.3307411181754
9,2,19,1949,2991.3076613961907
9,3,17,2153,2991.0544703490677
9,4,20,2292,2991.4217651621343
9,5,20,2531,2991.4217651621343
9,6,20,2318,2991.4217651621343
9,7,16,2329,2989.259828015057
9,8,16,2348,2989.259828015057
9,9,16,2148,2989.259828015057
9,10,16,1910,2989.259828015057
9,11,19,1945,2991.2266833112817
9,12,19,2015,2991.2266833112817
9,13,19,2034,2991.2266833112817
9,14,19,2133,2991.2266833112817
9,15,19,2125,2991.2266833112817
9,16,19,2172,2991.2266833112817
9,17,19,1698,2991.2266833112817
9,18,19,1908,2991.2266833112817
9,19,19,1938,2991.2266833112817
9,20,19,1860,2991.2266833112817
9,21,19,1856,2991.2266833112817
9,22,19,1875,2991.2266833112817
9,23,19,1949,2991.2266833112817
9,24,19,1768,2991.2266833112817
9,25,19,1992,2991.2266833112817
9,26,19,2359,2991.2266833112817
9,27,19,2075,2991.2266833112817
9,28,19,2017,2991.2266833112817
9,29,19,1821,2991.2266833112817
