trial,generation,size,runtime,profit
0,0,7,512,0.0
0,1,8,143,0.0
0,2,8,52,3123.210000000001
0,3,11,97,3877.6800000000017
0,4,18,257,4407.787909273982
0,5,15,572,4552.111178400003
0,6,20,1438,4896.047798646252
0,7,20,2620,4896.047798646252
0,8,18,4377,4974.3973920000035
0,9,18,6276,5025.258482700004
0,10,18,9116,5053.343988000004
0,11,19,11212,5178.960219000004
0,12,19,9522,5178.960219000004
0,13,20,10713,5197.641868200003
0,14,20,11370,5197.641868200003
0,15,20,11260,5197.641868200003
0,16,20,12912,5220.855118200004
0,17,20,14677,5220.855118200004
0,18,20,14102,5225.231964000003
0,19,20,16300,5225.231964000003
0,20,20,16128,5225.231964000003
0,21,20,16244,5225.231964000003
0,22,20,15089,5225.231964000003
0,23,20,13487,5225.231964000003
0,24,20,14656,5225.231964000003
0,25,20,14396,5225.231964000003
0,26,20,13506,5225.231964000003
0,27,20,15411,5225.231964000003
0,28,20,15507,5225.231964000003
0,29,20,15476,5225.231964000003
1,0,4,151,2678.7000000000007
1,1,6,79,2850.5879760000007
1,2,6,62,2850.5879760000007
1,3,18,100,3456.2597119725024
1,4,8,176,3677.2675000000013
1,5,16,249,4414.166755270503
1,6,16,277,4414.166755270503
1,7,19,647,4639.549933273984
1,8,19,890,4913.066289937084
1,9,20,1176,4959.338034937084
1,10,20,1567,4959.338034937084
1,11,18,2022,4996.533547200003
1,12,18,2463,4996.533547200003
1,13,18,3641,5005.901359200004
1,14,20,4481,5215.372473000004
1,15,20,5794,5215.372473000004
1,16,20,6990,5215.372473000004
1,17,20,7584,5215.372473000004
1,18,20,9795,5215.372473000004
1,19,20,12873,5215.372473000004
1,20,20,13590,5215.372473000004
1,21,20,15201,5215.372473000004
1,22,20,16086,5215.372473000004
1,23,20,17744,5215.372473000004
1,24,20,17331,5215.372473000004
1,25,20,15246,5215.372473000004
1,26,20,17684,5215.372473000004
1,27,20,17345,5215.372473000004
1,28,20,18552,5215.372473000004
1,29,20,17885,5215.372473000004
2,0,4,139,0.0
2,1,7,240,0.0
2,2,4,92,2678.7000000000007
2,3,17,194,3824.7045474474135
2,4,16,326,4503.922557060003
2,5,12,590,4386.617976000001
2,6,17,1263,4642.892547060003
2,7,19,2416,4907.572557060003
2,8,20,3081,5042.1225570600045
2,9,17,4171,5044.860219000003
2,10,20,6420,5085.359708700003
2,11,20,8263,5086.988364000005
2,12,20,8907,5146.856344200004
2,13,20,12141,5185.365204000003
2,14,20,11251,5185.365204000003
2,15,20,13016,5185.365204000003
2,16,20,14225,5207.501359200004
2,17,20,14323,5207.501359200004
2,18,20,15408,5220.855118200005
2,19,20,18149,5225.231964000003
2,20,20,17077,5225.231964000003
2,21,20,20350,5220.855118200005
2,22,20,20058,5220.855118200005
2,23,20,21991,5220.855118200005
2,24,20,20669,5220.855118200005
2,25,20,22912,5225.231964000005
2,26,20,23261,5225.231964000005
2,27,20,21645,5225.231964000005
2,28,20,21830,5225.231964000005
2,29,20,22730,5225.231964000005
3,0,8,171,4080.180000000001
3,1,12,151,4401.101359200003
3,2,18,120,4415.443569835503
3,3,18,308,4415.443569835503
3,4,18,487,4684.217902860003
3,5,18,842,4996.533547200003
3,6,18,1403,4996.533547200003
3,7,18,2093,4996.533547200003
3,8,20,2522,5215.372473000005
3,9,20,3153,5215.372473000005
3,10,20,4804,5215.372473000005
3,11,20,5802,5215.372473000004
3,12,20,6503,5215.372473000004
3,13,20,7074,5215.372473000005
3,14,20,7777,5215.372473000005
3,15,20,9956,5215.372473000004
3,16,20,13469,5215.372473000005
3,17,20,14248,5215.372473000005
3,18,20,17575,5215.372473000005
3,19,20,17851,5215.372473000005
3,20,20,18340,5215.372473000005
3,21,20,18197,5215.372473000005
3,22,20,16105,5215.372473000005
3,23,20,16769,5215.372473000005
3,24,20,18052,5215.372473000005
3,25,20,19731,5215.372473000005
3,26,20,17922,5215.372473000005
3,27,20,18243,5215.372473000005
3,28,20,17580,5215.372473000005
3,29,20,18163,5215.372473000005
4,0,7,146,0.0
4,1,9,120,2858.2697755650006
4,2,14,208,3717.733771200002
4,3,15,233,4420.545571200002
4,4,20,475,4797.979923041404
4,5,16,660,4783.125455710908
4,6,20,1108,5042.122557060004
4,7,20,1646,5086.988364000003
4,8,20,2374,5086.988364000003
4,9,19,3413,5113.086737700003
4,10,19,5193,5113.086737700003
4,11,19,6609,5113.086737700003
4,12,19,7191,5113.086737700003
4,13,19,7386,5113.086737700003
4,14,20,6850,5215.372473000003
4,15,20,7798,5215.372473000003
4,16,20,8301,5225.231964000003
4,17,20,9154,5225.231964000003
4,18,20,10992,5225.231964000003
4,19,20,11080,5225.231964000003
4,20,20,13259,5225.231964000003
4,21,20,13502,5225.231964000003
4,22,20,15001,5215.372473000003
4,23,20,17438,5215.372473000003
4,24,20,17915,5215.372473000003
4,25,20,16473,5215.372473000003
4,26,20,16632,5215.372473000003
4,27,20,18087,5215.372473000003
4,28,20,17978,5215.372473000003
4,29,20,17102,5215.372473000003
5,0,4,140,2463.78
5,1,9,156,2619.4737942705005
5,2,6,98,2850.5879760000007
5,3,11,147,3388.7879760000005
5,4,8,212,4080.180000000001
5,5,17,437,4414.362480224402
5,6,20,891,4641.354520935187
5,7,20,1328,4771.847770153503
5,8,20,2166,4993.080474000002
5,9,20,2875,4993.080474000002
5,10,20,4328,5031.348935700004
5,11,19,6029,5048.2848178746535
5,12,20,8520,5168.777060874653
5,13,20,7769,5168.777060874653
5,14,20,11418,5168.777060874653
5,15,19,12031,5180.512442262141
