trial,generation,size,runtime,profit
7,4,17,145,2852.909669848246
7,5,9,243,2827.8341940818204
7,6,12,291,2844.572022235448
7,7,12,365,2844.572022235448
7,8,12,602,2844.572022235448
7,9,18,1056,2865.8204795087263
7,10,18,1280,2865.8204795087263
7,11,18,1448,2865.8204795087263
7,12,19,1788,2978.9335771569754
7,13,19,1660,2978.9335771569754
7,14,19,1814,2978.9335771569754
7,15,19,2103,2978.9335771569754
7,16,19,2378,2978.9335771569754
7,17,17,2418,2978.9222350079845
7,18,17,2391,2978.9222350079845
7,19,19,2599,2990.232840380508
7,20,19,2393,2990.232840380508
7,21,19,2512,2990.232840380508
7,22,19,2296,2990.232840380508
7,23,19,2274,2990.232840380508
7,24,19,2347,2990.232840380508
7,25,19,2263,2990.232840380508
7,26,19,2257,2990.232840380508
7,27,19,2062,2990.232840380508
7,28,19,2020,2990.232840380508
7,29,19,1983,2990.232840380508
8,0,8,92,2452.8879222857145
8,1,8,140,2452.8879222857145
8,2,15,61,2468.005500688432
8,3,15,85,2468.005500688432
8,4,12,263,2711.0033340513755
8,5,12,310,2711.0033340513755
8,6,16,522,2814.129570581912
8,7,16,755,2781.841204015808
8,8,15,1035,2792.267067663927
8,9,20,1116,2991.4277180456284
8,10,20,1424,2991.4277180456284
8,11,20,1482,2991.4277180456284
8,12,20,1908,2991.4277180456284
8,13,20,1708,2991.299314209241
8,14,20,2001,2991.299314209241
8,15,20,2058,2991.299314209241
8,16,20,1948,2991.299314209241
8,17,20,2032,2991.299314209241
8,18,20,1700,2991.299314209241
8,19,20,1769,2991.299314209241
8,20,20,1753,2991.299314209241
8,21,20,2045,2991.299314209241
8,22,20,2101,2991.299314209241
8,23,20,1955,2991.299314209241
8,24,20,1935,2991.299314209241
8,25,20,2025,2991.299314209241
8,26,20,1689,2991.299314209241
8,27,20,1618,2991.299314209241
8,28,20,1541,2991.299314209241
8,29,20,1505,2991.299314209241
9,0,5,80,0.0
9,1,3,86,2212.114285714286
9,2,19,71,2543.5999999999367
9,3,19,63,2543.5999999999367
9,4,10,109,2708.103364448371
9,5,13,182,2711.806655173341
9,6,14,251,2712.4564834815583
9,7,10,298,2708.330836816139
9,8,10,587,2708.330836816139
9,9,19,799,2712.587349883694
9,10,15,921,2782.888110096964
9,11,15,1093,2782.888110096964
9,12,15,875,2782.888110096964
9,13,15,917,2782.888110096964
9,14,15,1001,2782.888110096964
9,15,15,1145,2782.888110096964
9,16,15,1285,2782.888110096964
9,17,15,1362,2782.888110096964
9,18,15,1276,2782.888110096964
9,19,15,1526,2782.888110096964
9,20,15,1628,2782.888110096964
9,21,20,2090,2989.0359556597623
9,22,19,2017,2979.1170485681164
9,23,17,2249,2979.0718446128963
9,24,17,2141,2979.0718446128963
9,25,19,2154,2990.6427092383233
9,26,19,2021,2990.6427092383233
9,27,19,2374,2990.6427092383233
9,28,19,2212,2990.6427092383233
9,29,19,2224,2990.6427092383233
